https://en.wikipedia.org/wiki/object-oriented_programming,259,123,22,71,14
https://en.wikipedia.org/wiki/object-orientation,17,0,0,2,0
https://en.wikipedia.org/wiki/list_of_object-oriented_programming_languages,24,1,0,4,9
https://en.wikipedia.org/wiki/programming_paradigm,31,13,4,18,18
https://en.wikipedia.org/wiki/action_language,2,3,0,3,1
https://en.wikipedia.org/wiki/agent-oriented_programming,8,3,1,4,1
https://en.wikipedia.org/wiki/array_programming,10,3,0,15,12
https://en.wikipedia.org/wiki/automata-based_programming,21,16,10,6,4
https://en.wikipedia.org/wiki/concurrent_computing,9,7,2,11,6
https://en.wikipedia.org/wiki/relativistic_programming,2,1,0,3,0
https://en.wikipedia.org/wiki/data-driven_programming,14,3,3,36,1
https://en.wikipedia.org/wiki/declarative_programming,5,3,2,10,10
https://en.wikipedia.org/wiki/imperative_programming,13,3,3,4,8
https://en.wikipedia.org/wiki/functional_programming,17,25,5,33,21
https://en.wikipedia.org/wiki/functional_logic_programming,2,1,0,3,3
https://en.wikipedia.org/wiki/purely_functional_programming,4,4,0,16,4
https://en.wikipedia.org/wiki/logic_programming,11,10,4,18,15
https://en.wikipedia.org/wiki/abductive_logic_programming,2,3,0,3,0
https://en.wikipedia.org/wiki/answer_set_programming,2,1,3,3,0
https://en.wikipedia.org/wiki/concurrent_logic_programming,2,1,0,3,1
https://en.wikipedia.org/wiki/functional_logic_programming,2,1,0,3,3
https://en.wikipedia.org/wiki/inductive_logic_programming,2,2,3,6,0
https://en.wikipedia.org/wiki/constraint_programming,8,4,37,6,5
https://en.wikipedia.org/wiki/constraint_logic_programming,2,2,64,3,1
https://en.wikipedia.org/wiki/concurrent_constraint_logic_programming,0,0,7,1,0
https://en.wikipedia.org/wiki/dataflow_programming,5,2,3,66,11
https://en.wikipedia.org/wiki/flow-based_programming,26,4,1,50,6
https://en.wikipedia.org/wiki/reactive_programming,16,3,0,48,7
https://en.wikipedia.org/wiki/functional_reactive_programming,2,3,0,6,1
https://en.wikipedia.org/wiki/ontology_language,0,9,0,2,0
